Lap Distance,Cornering,Inclines,Camber,Grip,Wind (Avg. Speed),Temperature,Humidity,Air Density,Air Pressure,Wind (Gusts),Altitude,Roughness,Width,Rear Wing,Engine,Front Wing,Brake Balance,Differential,Suspension,Lap Time
3,91,16,27,66,11,11,23,71,52,68,87,95,92,265,1,120,480,286,116,56.701
4.1,88,43,32,85,36,15,3,27,49,46,61,36,80,321,75,283,448,232,306,79.509
3.5,66,59,28,73,41,10,60,81,83,53,34,5,2,139,190,302,1,1,1,67.283
4.3,74,97,81,32,67,11,20,95,76,61,69,32,22,417,1,251,89,264,100,81.785
4.2,68,63,60,90,97,13,18,27,27,50,61,58,80,484,105,477,159,188,118,81.16
4.4,73,25,87,11,20,25,92,10,87,61,71,57,48,270,1,163,155,1,138,84.136
4,85,60,1,10,71,17,91,63,77,75,43,1,20,489,1,436,53,163,81,76.735
4.5,22,70,49,93,27,26,11,96,57,81,7,35,58,86,498,97,175,223,153,86.158
4,32,37,50,90,52,26,7,80,47,80,73,43,80,155,1,158,64,63,118,77.323
4.2,30,37,62,60,71,16,36,93,72,58,45,34,22,37,1,188,118,155,303,81.939
4.8,38,8,27,7,5,10,15,99,22,55,99,16,20,1,1,107,1,133,51,91.354
2.9,36,10,59,67,9,27,9,58,72,78,99,42,25,1,1,28,1,1,217,54.566
3.5,20,73,71,78,86,28,36,3,97,36,79,62,93,291,117,77,213,326,176,67.863
3.9,99,55,50,51,25,23,8,67,10,46,85,79,10,500,1,468,168,61,1,74.926
3.3,27,5,8,72,23,12,61,86,72,92,83,59,75,1,1,1,140,48,253,62.023
3.2,36,3,95,6,11,31,3,31,63,89,96,4,41,70,2,1,1,1,1,61.127
4.9,61,54,13,84,17,28,29,99,47,95,74,18,98,108,10,59,397,315,84,95.074
5,51,70,90,4,84,29,69,63,39,8,89,49,7,323,1,294,127,25,163,95.585
3.7,44,98,81,25,52,40,89,73,36,67,91,35,96,500,167,343,211,500,21,70.41
3.9,75,36,66,46,100,22,37,25,6,57,9,56,40,500,88,359,221,98,243,74.784
2.9,51,84,0,97,78,21,6,84,74,39,58,45,50,398,159,30,15,262,1,56.568
3.1,31,17,99,46,62,34,13,59,67,43,29,11,53,91,1,75,109,1,350,58.778
3.8,53,98,50,72,10,16,94,73,57,94,36,70,49,500,363,296,303,409,147,72.642
5.1,1,97,99,44,43,23,4,12,22,18,82,64,17,286,1,181,1,1,68,96.495
3,39,36,13,62,61,10,68,46,68,98,83,1,39,166,1,161,55,131,159,57.476
4.1,96,75,70,63,91,10,63,57,19,100,1,84,63,369,104,400,280,456,218,79.725
5,10,28,92,47,90,13,91,45,33,69,95,77,31,280,1,249,79,1,178,95.216
3.5,57,75,36,11,69,10,76,72,81,71,89,33,0,241,98,78,145,71,105,68.475
4.2,61,77,65,35,31,14,33,4,36,79,75,70,90,500,1,369,334,207,26,79.539
4.4,93,20,69,84,24,1,82,15,38,63,54,80,93,403,123,433,325,405,262,85.406
4.1,81,49,77,91,10,35,53,4,21,85,9,46,54,434,63,476,247,217,73,78.242
3.8,61,97,67,6,59,23,57,92,69,10,46,36,54,493,131,346,255,110,1,74.358
3.9,69,68,90,79,73,1,38,60,20,5,75,57,100,500,131,316,500,429,79,75.286
3.1,35,14,89,65,81,4,7,20,22,21,81,66,10,240,1,206,92,1,131,59.21
3.6,45,15,20,4,10,32,80,44,13,62,61,73,71,453,60,283,350,1,1,69.288
4.1,1,71,8,10,41,4,0,59,1,89,28,61,76,215,1,272,51,1,1,78.119
5.1,0,63,71,90,27,8,9,99,94,12,14,67,59,46,243,1,1,1,364,96.787
3.2,22,47,97,6,91,6,51,76,86,96,49,72,92,347,89,11,73,60,282,62.239
5,77,29,84,84,44,6,51,11,79,12,17,94,9,500,113,255,7,56,196,96.269
4.5,35,80,17,13,35,30,72,78,1,85,94,28,47,436,57,423,1,68,171,86.112
4.5,28,62,36,93,10,33,30,86,91,1,94,86,4,1,22,1,66,169,212,85.787
3.6,69,98,25,26,78,39,74,82,36,49,6,62,61,500,416,487,380,358,150,69.722
3.1,9,6,95,21,12,14,55,61,1,27,23,7,98,102,118,122,168,1,155,59.255
3.7,77,33,41,35,69,25,53,29,82,23,29,90,37,500,1,75,299,122,40,71.006
3.9,38,48,29,20,78,10,27,15,89,99,62,59,59,270,134,195,165,93,1,75.447
4.8,60,60,87,58,42,38,55,38,98,33,83,1,33,116,1,47,179,86,1,92.877
3.9,5,19,93,18,52,12,54,89,9,60,33,60,66,7,1,18,80,16,105,74.675
3.8,23,89,99,81,52,11,33,30,8,17,98,25,70,400,1,500,1,282,78,73.81
3.8,36,92,73,15,12,11,66,20,20,12,42,27,52,500,137,240,97,147,132,73.452
4.9,30,8,18,23,54,17,1,8,6,3,70,1,36,111,126,347,154,1,124,94.523
3,88,89,58,61,69,3,97,49,73,2,38,44,61,403,1,308,329,395,110,57.529
4.5,26,51,4,65,98,18,70,16,44,94,66,3,51,500,126,322,95,8,240,86.888
3.9,30,71,53,21,8,22,88,27,23,82,61,53,42,417,1,287,1,114,75,74.228
3.3,54,13,92,39,1,25,62,23,61,66,83,21,87,12,142,261,210,109,317,64.308
4.7,74,20,20,85,16,36,82,36,64,83,76,15,8,268,152,246,70,204,179,89.646
4.1,95,14,40,61,44,18,3,97,29,87,96,91,1,294,1,175,153,170,21,78.453
5.1,1,15,43,76,6,40,96,32,3,0,99,11,13,91,57,95,1,76,374,97.648
4.2,64,82,22,59,54,13,85,47,91,15,18,53,47,500,308,90,150,98,82,81.37
4.5,14,39,50,62,3,4,30,47,59,52,22,96,17,62,1,1,190,125,240,86.657
3.5,17,51,79,61,10,13,40,85,40,22,63,9,7,15,1,64,96,42,112,66.42
4.8,40,58,34,41,73,4,20,52,48,40,54,53,88,334,1,135,186,137,42,91.416
3.4,50,76,62,6,17,25,7,28,35,82,18,79,34,351,1,359,285,1,173,65.308
4,71,71,47,18,65,21,70,94,43,52,36,9,50,472,78,279,129,186,172,76.364
3,87,99,77,98,28,5,43,50,67,64,19,63,90,454,164,282,500,500,1,57.907
4.9,77,67,72,99,88,30,59,86,62,81,16,2,76,399,331,313,304,500,310,94.25
4.4,71,65,66,11,39,3,59,92,22,5,52,33,76,343,1,380,266,94,69,83.624
4.6,92,50,83,5,93,3,56,29,68,55,12,34,36,382,28,376,165,34,127,87.495
4,24,86,5,93,98,39,90,17,85,74,1,21,47,364,500,298,1,414,1,77.45
4.9,67,51,50,94,41,18,34,5,41,4,84,42,37,422,125,288,127,177,190,93.449
3.6,36,61,42,50,34,7,61,16,88,28,33,7,14,390,69,174,114,119,232,69.923
3,62,87,53,13,2,20,49,23,95,80,30,33,85,317,1,318,128,156,1,57.99
4.2,39,58,71,83,26,15,25,10,33,54,27,2,36,276,79,214,172,2,16,82.25
3.2,84,19,11,63,43,21,66,70,45,33,82,77,88,388,50,129,429,291,213,60.797
5.1,30,57,54,85,50,29,45,4,16,55,98,54,58,500,1,500,100,88,242,96.444
2.9,94,59,44,70,46,11,88,60,92,48,45,11,88,409,87,384,332,455,182,55.215
4.4,55,44,98,96,80,15,30,34,51,9,21,60,86,489,1,337,257,354,401,84.711
3.2,64,4,53,1,84,22,66,52,35,97,98,81,59,470,72,372,355,1,192,61.52
4.2,58,34,22,23,76,13,71,25,33,92,69,42,3,500,1,458,31,1,44,79.1
3.2,83,97,16,85,25,4,16,95,96,63,38,59,17,248,79,25,234,350,1,61.696
4.7,45,90,41,6,18,6,66,58,80,88,57,19,53,218,1,101,209,1,1,90.497
4,15,63,6,79,99,34,13,10,95,7,3,8,67,204,153,275,198,9,1,78.357
4.7,59,46,83,21,45,32,3,50,45,94,58,64,40,415,1,140,234,16,25,90.271
4,98,52,27,57,92,1,74,84,2,38,38,53,88,497,148,388,303,427,10,77.497
4.2,80,35,27,76,77,2,15,16,42,76,19,68,44,476,1,278,80,26,100,80.4
3.6,72,97,14,35,65,39,85,87,74,26,5,86,22,500,419,289,183,408,137,68.59
4.8,73,94,95,46,18,27,39,55,3,84,22,65,65,500,1,500,257,332,239,91.122
3,23,69,57,18,12,16,41,40,13,61,21,60,8,327,1,117,1,42,83,57.165
5.1,86,84,42,39,59,0,30,78,54,61,65,94,80,379,68,296,372,220,18,96.968
4.6,91,25,1,91,87,0,1,21,66,75,80,85,22,387,1,185,79,119,227,89.215
4.3,27,79,56,92,63,3,60,67,90,24,8,72,6,288,367,61,1,161,76,82.691
2.9,6,18,52,99,90,19,78,29,80,99,69,46,26,285,200,155,1,135,389,55.183
3.5,18,92,95,51,61,10,59,75,35,22,90,64,75,385,49,269,182,215,81,66.794
3.9,0,69,28,93,9,21,78,86,67,71,39,42,88,18,500,1,128,176,225,74.875
4.4,79,37,49,26,96,36,62,27,26,26,35,31,68,482,92,500,340,248,31,84.289
4.8,39,25,93,25,61,12,99,21,40,69,44,4,33,421,73,245,50,153,102,92.199
3.7,56,16,36,56,24,15,20,84,96,30,35,78,17,120,12,47,248,111,27,71.756
3,22,83,62,51,76,9,94,63,53,90,81,41,95,500,206,217,217,244,278,57.677
3.5,49,20,61,41,82,6,9,12,92,79,35,48,77,171,13,112,211,1,97,66.722
3.8,81,68,4,60,29,29,90,53,71,95,21,4,11,360,217,341,183,264,1,72.615
4.9,64,8,31,75,27,4,46,93,57,24,60,95,100,183,81,147,372,227,168,95.243
4.9,1,99,87,79,43,22,98,16,65,33,24,47,14,459,274,264,8,1,86,93.425
4.4,84,45,92,32,77,11,84,24,55,76,32,78,29,500,1,348,232,117,1,83.659
4.7,75,46,50,60,49,21,64,86,46,4,58,92,12,350,45,172,130,147,29,89.216
3.2,65,59,1,76,47,35,12,96,30,3,53,94,85,402,130,151,424,364,169,61.155
3.4,27,51,72,24,84,21,25,77,63,90,23,98,98,251,36,128,500,304,215,65.181
5.1,83,53,4,45,53,7,83,26,63,33,42,5,18,500,14,239,187,39,100,98.102
5,19,31,52,98,97,15,42,5,49,32,49,27,59,333,16,343,1,42,183,95.53
4.2,90,34,75,84,22,38,7,93,87,2,27,93,79,189,93,94,299,369,228,80.76
3.8,32,26,7,83,46,27,94,81,25,97,72,42,34,227,25,238,86,199,45,73.608
4.9,1,27,27,47,73,32,30,58,96,22,87,42,99,27,1,1,245,90,392,93.639
4.4,31,92,6,41,44,25,10,25,42,100,38,84,24,446,1,462,110,198,46,84.034
4.8,57,59,70,87,77,16,29,81,76,80,24,94,20,378,120,92,226,22,355,92.634
4.7,43,85,22,28,63,30,0,8,42,42,53,98,8,487,1,218,155,1,1,89.272
4.3,75,24,61,5,5,27,67,37,21,33,21,61,97,343,1,304,305,71,129,81.873
4.6,15,39,39,60,11,0,58,32,95,38,66,17,31,9,29,1,68,1,26,87.761
3.6,99,33,40,71,32,37,5,65,52,41,96,21,33,299,1,341,372,409,1,68.432
4.2,74,94,89,53,57,6,13,58,55,65,84,52,22,490,151,388,1,86,178,81.573
4.4,10,77,99,40,3,33,97,71,73,59,63,28,60,31,196,89,1,248,84,85.434
4.2,59,44,67,94,44,4,68,56,72,72,92,52,83,299,1,163,371,192,121,80.536
2.9,89,8,3,85,33,7,96,88,60,59,70,78,80,432,167,59,301,226,245,56.445
4.8,95,14,53,56,75,9,51,82,52,73,46,0,50,408,1,246,206,51,44,92.596
3.8,80,44,11,44,46,28,19,10,9,52,79,52,31,500,74,499,96,54,106,72.254
4.1,77,38,66,75,34,36,13,48,20,82,64,76,49,425,1,191,439,81,141,79.384
3.8,16,24,18,38,96,10,81,70,13,36,90,26,82,500,1,327,228,48,287,73.281
3.9,55,62,60,46,10,26,17,63,46,24,25,13,21,241,1,251,1,166,201,74.99
4.9,42,48,6,40,93,20,24,22,80,51,93,1,13,247,134,199,24,138,1,94.764
3.5,2,97,26,71,73,10,86,24,74,83,11,25,96,248,281,38,6,239,34,68.323
4.9,32,32,1,93,27,22,46,38,94,31,57,53,24,221,123,1,95,1,30,94.284
4.1,22,39,76,4,33,31,88,74,57,49,51,64,47,304,125,194,51,1,165,78.941
2.9,69,78,43,75,69,17,69,49,49,44,22,40,51,500,1,303,312,299,159,55.707
4.2,51,12,19,64,12,21,20,71,57,99,91,89,58,297,1,60,101,46,73,81.317
5.1,55,62,38,16,56,31,25,10,84,31,90,75,97,277,47,133,497,123,38,99.211
2.9,18,5,26,90,92,25,71,89,42,7,2,36,79,73,89,168,204,204,189,56.676
4.9,97,24,94,43,18,37,91,46,15,61,94,27,4,500,76,500,14,52,89,94.01
4.2,71,98,1,2,12,21,39,7,17,2,54,5,35,500,1,500,226,1,1,79.889
5,49,44,94,87,86,8,31,66,15,27,97,84,24,500,138,169,175,201,177,97.436
4,10,52,68,19,88,2,57,29,46,63,50,23,30,500,1,101,1,41,67,76.496
3.3,7,92,26,31,2,13,50,37,33,96,60,28,32,288,48,146,1,32,208,62.657
3.1,10,65,55,10,7,8,75,81,21,59,36,14,88,195,1,73,1,52,111,58.661
4.4,47,73,77,86,34,15,98,0,81,9,50,52,3,398,143,459,147,25,249,85.252
4.9,95,43,1,5,77,29,29,8,37,13,83,43,85,500,35,407,329,49,1,93.59
2.9,64,53,56,68,28,26,29,8,10,57,49,97,83,500,1,405,251,233,346,55.483
3.1,100,13,31,85,15,34,1,31,65,25,16,56,44,276,1,423,465,359,213,59.365
4.3,2,78,32,27,64,39,17,50,36,79,45,85,6,286,1,143,76,1,90,81.377
5,95,53,13,72,82,20,4,19,41,69,100,65,37,464,107,500,323,226,139,95.23
3.9,74,69,53,26,95,14,95,44,15,41,16,73,1,500,42,434,6,167,131,74.367
3.9,45,72,75,88,88,21,86,35,79,93,49,24,61,396,289,281,86,313,208,74.493
3,57,37,82,1,83,24,21,76,35,32,79,61,53,265,1,130,129,138,1,57.693
3.4,17,82,18,3,19,0,76,14,83,32,66,87,90,259,57,93,98,141,113,65.812
3.1,6,54,3,41,95,22,64,73,80,14,96,24,47,282,1,76,37,1,221,59.059
4,38,12,91,63,22,3,99,48,73,18,12,61,93,378,111,154,304,157,406,77.607
3.3,24,3,31,20,50,26,7,30,36,86,23,87,29,145,1,211,10,1,173,62.851
4.3,38,17,26,57,22,16,24,14,33,81,21,84,90,260,1,356,367,167,246,82.781
3.6,23,61,20,97,18,39,35,61,25,65,73,22,62,97,250,168,223,309,337,69.847
3.4,65,56,81,80,47,15,21,48,16,93,98,70,98,500,107,388,277,357,110,65.464
5.1,64,61,25,4,19,8,18,85,56,98,56,97,85,407,1,23,236,82,148,98.626
3.5,87,82,18,75,70,15,49,92,25,42,57,31,79,404,1,248,277,500,154,67.229
5.1,69,95,71,95,91,38,16,56,73,10,3,99,23,500,314,297,400,277,31,98.766
3.2,44,2,17,34,90,22,87,84,41,49,16,10,9,39,1,171,90,1,66,61.166
4,100,34,85,41,69,17,11,19,13,96,34,73,3,500,40,397,271,172,73,76.307
4.6,84,82,34,14,17,11,70,92,14,44,87,28,99,392,120,250,280,358,200,89.92
4.4,68,1,94,15,11,9,28,43,62,50,23,37,30,1,1,49,1,1,244,83.736
3.3,81,68,48,82,30,17,19,95,37,89,100,72,69,335,79,356,381,494,199,63.666
4.9,54,71,19,80,20,14,96,67,37,69,89,21,33,376,126,427,3,111,46,94.143
5,9,97,44,32,38,34,81,67,42,33,96,40,19,390,1,95,137,124,2,96.411
4.4,29,97,10,66,90,25,52,45,25,48,10,74,93,500,92,356,295,318,202,83.508
3.8,15,84,88,89,98,10,65,83,13,40,20,56,20,500,100,319,71,165,124,72.553
4.1,76,81,26,20,81,35,1,40,8,4,89,67,21,383,112,500,183,176,144,79.217
4.6,7,25,0,82,22,31,77,48,23,94,52,35,32,184,105,24,49,1,226,87.528
3.9,1,30,31,33,3,11,77,93,60,72,31,15,23,126,12,145,1,1,47,75.235
4.3,80,88,29,85,49,33,4,1,17,32,65,77,76,500,1,500,388,495,196,81.675
4,69,71,86,75,59,19,61,33,7,66,39,80,41,407,1,500,185,188,96,76.19
4.2,41,79,4,32,43,23,87,45,11,71,1,23,73,500,40,402,300,222,118,80.473
3,69,23,19,32,23,25,82,81,20,93,63,46,86,392,148,359,220,294,177,57.968
3.7,98,1,30,83,27,35,16,51,47,57,74,73,86,208,5,314,476,155,149,71
4.9,36,51,28,4,52,4,37,51,67,80,36,26,59,264,1,247,1,1,83,92.713
3,33,82,2,78,5,19,53,14,66,33,79,2,56,399,140,120,22,137,34,58.024
4.8,85,78,42,69,78,3,15,12,94,62,98,81,53,375,1,465,303,205,100,91.751
3,20,91,91,65,27,17,90,94,1,68,73,7,92,500,12,500,192,263,207,58.175
3.7,93,24,28,58,7,18,41,75,51,96,90,11,33,240,1,168,127,90,165,70.525
4,10,96,57,85,85,1,48,55,11,95,32,35,2,500,159,251,1,133,1,77.608
4,58,95,75,33,91,23,18,28,77,63,51,84,13,500,62,204,259,4,15,77.303
4,82,44,95,44,45,4,42,32,54,18,68,23,88,406,1,264,370,97,114,75.951
4.5,8,51,48,28,25,2,73,53,3,96,15,6,65,394,26,251,1,1,157,85.02
3.6,65,84,75,51,50,12,58,82,63,51,63,81,14,480,1,293,119,117,1,68.718
3.1,72,41,42,92,64,1,90,62,23,36,31,29,47,500,1,355,268,262,67,59.899
4.3,9,97,36,84,86,6,97,82,43,22,34,38,70,443,423,292,1,310,10,82.768
4.2,1,84,70,70,73,8,95,47,19,67,99,85,75,350,42,171,18,91,264,79.834
4.4,52,81,87,67,19,40,80,57,86,55,86,14,35,243,356,187,1,426,145,84.501
3.1,52,84,92,71,45,9,82,31,2,90,58,16,57,408,38,488,160,223,125,58.743
3.7,7,0,90,25,4,16,82,5,56,26,98,100,26,240,1,11,223,115,332,71.202
4.6,22,70,59,83,89,4,46,99,58,95,45,100,86,216,246,126,447,349,166,89.481
3.2,100,82,7,12,42,7,58,66,35,66,22,92,78,500,16,471,362,455,1,60.507
5.1,35,89,18,95,80,16,95,11,83,21,90,40,57,490,178,411,208,187,141,97.297
3.8,98,26,0,24,8,24,7,61,83,14,48,31,72,222,1,77,354,294,1,72.372
3.8,38,92,51,46,23,31,41,71,76,97,22,46,44,207,325,136,133,115,231,73.337
3,29,75,1,0,98,27,30,33,81,8,62,42,79,465,113,339,26,1,128,58.481
3.5,3,45,16,91,15,17,27,15,87,82,20,29,61,93,53,101,45,1,320,66.273
5.1,89,83,81,20,19,30,87,8,93,56,65,74,24,500,1,245,241,257,23,97.064
5.1,77,50,92,66,64,6,51,14,57,17,61,29,28,387,142,482,150,186,177,98.977
4.8,74,10,59,84,20,38,73,93,50,96,7,89,29,222,454,37,170,347,96,93.626
4.3,5,95,84,96,6,24,48,93,32,24,88,48,9,211,208,1,1,224,38,83.205
3.9,93,14,20,84,65,3,27,66,69,97,87,33,94,317,1,190,288,230,44,74.769
3.4,58,20,8,4,87,20,68,13,23,1,53,30,3,446,124,224,56,16,1,65.19
3.9,54,67,44,34,12,13,92,11,32,97,48,43,81,489,1,392,278,259,61,74.114
4.4,95,25,16,12,2,27,48,11,94,17,72,61,43,204,1,109,267,1,1,84.136
4.8,49,77,80,21,10,27,82,95,33,10,13,22,74,201,34,265,286,388,1,93.321
5,6,75,92,9,5,28,22,18,8,67,70,17,48,221,54,363,1,1,215,96.112
4.7,47,28,11,76,59,23,15,14,18,68,91,64,67,372,1,335,333,1,149,89.724
4.1,43,71,87,79,22,28,90,75,29,37,81,45,87,466,156,101,121,357,277,79.276
4.5,72,44,80,66,81,12,29,55,96,45,49,87,5,296,97,87,20,66,164,85.369
4.2,32,13,9,42,66,33,2,62,12,3,50,57,15,309,67,76,1,1,285,81.113
4.6,13,23,40,69,63,40,92,42,39,74,9,7,32,299,358,264,84,1,71,87.785
4.1,70,3,44,41,98,22,19,56,67,42,79,27,65,108,135,71,231,1,152,79.205
2.9,11,79,62,83,78,38,85,52,3,25,33,86,48,500,303,402,260,307,141,56.35
4,95,31,47,91,64,16,49,74,25,4,37,24,66,263,1,265,208,374,250,77.124
3.1,18,63,68,8,61,20,63,31,58,85,53,38,20,349,1,190,6,41,215,58.852
3.3,17,95,22,91,23,14,77,85,81,52,89,78,18,313,144,93,188,70,264,64.247
4.6,100,92,54,79,33,6,95,58,11,98,27,70,83,500,30,500,447,408,39,86.894
3.2,88,68,9,67,19,12,43,55,65,30,95,81,32,447,19,119,147,346,215,62.405
3.4,46,4,85,83,77,20,15,76,96,24,90,57,81,154,150,1,172,164,382,65.967
3.9,13,82,13,55,83,17,22,14,95,18,79,76,47,319,143,66,117,47,241,74.753
4,62,49,58,3,38,26,71,44,93,40,30,54,47,245,53,100,122,1,106,75.875
4.7,83,74,12,49,53,5,88,24,8,2,65,65,68,448,1,500,422,153,26,89.912
4.3,74,53,10,4,42,39,67,91,2,33,85,44,8,431,116,308,1,1,41,82.71
4.2,20,46,45,10,72,18,88,61,66,64,48,79,15,477,1,147,1,107,41,80.558
4.9,47,19,38,14,77,21,19,74,85,53,55,57,82,116,145,180,359,6,44,95.19
3.2,56,35,19,62,92,7,65,30,39,84,26,60,22,381,1,354,74,1,14,61.025
3.4,34,89,50,35,25,13,25,52,72,3,46,30,46,123,1,116,1,1,1,65.273
3,57,67,40,37,69,4,47,86,49,97,44,31,59,394,1,383,129,141,130,56.88
4.7,85,76,97,73,6,21,20,56,20,67,16,95,2,500,13,442,101,1,207,90.222
3.7,59,79,28,1,8,5,66,16,98,77,63,100,48,500,1,56,242,126,1,71.331
5,8,81,73,27,72,9,47,96,83,90,83,9,17,32,177,5,1,12,1,95.449
3.5,87,97,47,38,63,5,96,61,76,11,49,71,19,346,142,368,45,315,81,67.562
4.1,60,20,64,25,32,13,54,65,58,47,31,69,90,207,32,17,336,104,192,77.646
4.2,99,9,4,67,21,16,21,74,52,30,54,41,91,339,52,221,331,386,187,80.402
3.6,15,1,99,75,35,16,61,91,98,7,45,14,63,29,99,105,172,51,370,69.176
3.5,2,16,2,96,5,40,61,65,53,58,68,14,58,1,275,1,92,98,244,66.256
3,81,52,9,51,57,39,86,58,72,58,1,94,6,394,306,309,262,192,159,57.462
3.9,84,26,30,74,25,22,85,66,33,8,27,77,19,309,189,353,223,222,31,75.906
3.1,77,94,84,17,3,10,8,38,100,90,93,92,99,69,126,1,500,387,70,59.465
4.8,73,69,25,13,89,9,25,54,24,87,38,97,79,500,1,500,500,287,49,92.308
3.5,87,47,47,3,7,2,75,53,8,29,53,10,11,301,1,500,1,59,30,67.018
3.9,9,88,85,10,42,14,49,18,42,23,84,33,62,452,105,364,47,67,17,75.072
4.1,3,37,62,65,46,21,4,22,42,61,97,59,28,251,1,25,6,2,173,77.704
4.7,30,38,59,81,67,32,0,84,23,48,88,7,22,39,128,160,157,97,51,90.99
3.5,44,32,46,55,30,18,14,54,3,35,58,35,37,379,55,181,24,1,213,67.101
4.7,13,3,25,87,61,10,10,44,51,52,39,99,95,30,132,172,221,161,428,92.319
4.6,52,23,15,52,57,27,97,38,34,54,18,55,92,421,1,186,334,60,61,89.216
4.4,53,2,67,66,2,29,95,92,20,43,30,90,74,56,108,1,349,158,173,84.502
4.9,90,33,62,60,16,32,9,16,63,62,36,35,2,500,1,355,1,1,1,94.181
4.8,73,78,2,99,71,35,20,63,34,80,92,70,79,500,168,282,363,451,199,91.094
4.3,18,30,88,12,96,12,33,95,52,79,78,90,84,258,28,6,114,75,123,82.203
4.9,97,24,77,54,25,17,37,97,72,50,85,79,54,253,1,150,500,318,230,93.469
4.4,73,26,79,42,33,39,41,45,19,54,82,97,98,452,1,174,384,312,372,84.682
3.6,5,10,75,59,24,35,28,11,22,75,70,12,95,63,65,108,8,47,337,69.109
3.4,31,72,53,28,45,3,47,96,62,1,62,66,26,199,1,1,1,96,220,65.138
3.7,50,68,38,50,79,16,41,40,65,51,64,69,69,359,51,138,106,247,117,71.454
4.8,90,4,36,54,84,38,21,70,60,10,76,40,44,158,59,301,314,69,55,92.807
3.1,71,24,72,57,8,33,5,23,58,35,19,27,67,332,1,302,169,263,126,60.178
3.3,81,42,24,81,6,2,27,6,48,1,47,12,1,406,1,238,92,23,213,63.31
4.6,45,31,68,88,20,7,30,84,26,30,60,2,10,33,1,256,1,167,64,88.627
2.9,19,96,16,45,29,8,24,6,23,13,83,58,99,367,1,279,167,167,167,55.812
4.7,61,8,30,85,16,35,75,71,71,49,97,41,3,222,162,1,1,72,184,90.372
4.4,58,48,87,84,15,1,32,34,30,9,27,73,33,225,101,106,176,130,172,85.676
3.7,36,39,50,95,18,27,65,92,28,57,88,31,6,60,96,167,155,222,206,71.297
4.4,99,22,10,91,21,25,16,18,68,16,67,19,82,500,105,450,394,486,178,84.948
4,99,10,9,53,21,6,72,83,33,60,17,44,28,451,1,216,200,129,103,76.191
3.6,76,58,68,34,44,18,88,14,57,73,65,8,8,399,1,500,97,124,187,69.35
5.1,55,39,58,7,69,39,89,52,17,92,86,33,96,500,1,368,269,204,198,97.248
3,55,85,55,8,43,14,60,92,33,48,85,28,32,250,1,151,149,11,1,57.469
5.1,32,10,5,91,74,16,74,26,12,67,94,95,16,500,1,431,110,57,231,97.066
3.5,63,36,5,57,34,5,98,38,9,41,96,69,38,391,1,417,164,1,172,66.421
5,55,56,25,54,5,3,91,35,59,96,54,10,40,326,117,240,1,167,1,96.532
4.3,59,100,21,58,63,8,49,40,54,37,96,28,79,500,139,490,90,250,97,83.509
4.9,80,62,83,25,10,40,16,17,99,87,83,84,98,371,79,7,500,278,103,94.77
4,8,99,2,41,83,39,29,83,32,28,23,78,44,395,248,301,126,102,40,76.282
4,7,16,41,40,20,8,68,81,70,20,93,29,1,1,53,14,1,116,51,76.162
3.8,32,32,39,6,4,3,94,12,19,25,60,45,5,341,1,265,120,110,1,72.88
3.8,46,87,86,81,92,37,27,43,70,41,53,27,37,432,275,203,79,280,22,73.203
3.6,81,22,83,56,79,38,42,80,55,2,64,57,43,194,1,295,143,329,232,70.004
2.9,66,4,23,48,93,29,74,43,51,22,18,41,38,296,1,134,31,49,317,56.151
4.5,24,74,2,56,83,6,70,79,98,44,84,30,54,174,110,1,150,132,150,86.012
2.9,53,48,94,50,71,34,24,11,22,61,69,52,96,445,76,412,304,292,161,55.132
2.9,46,44,12,42,13,25,96,0,65,85,43,85,5,500,1,500,1,94,136,55.328
4.5,62,27,67,72,69,20,10,46,53,61,98,21,52,348,87,111,122,1,168,86.498
4.8,96,84,58,20,38,9,79,51,79,42,38,35,6,500,1,378,102,223,54,90.861
4.2,40,28,21,32,67,38,66,71,72,1,43,7,61,41,15,228,1,126,208,81.311
3.1,72,15,98,22,94,35,23,44,85,16,52,47,16,351,1,62,132,1,99,58.855
3.5,45,62,50,64,39,38,98,10,33,5,74,57,73,455,98,375,186,253,94,66.286
3.3,56,41,41,47,35,15,47,13,48,5,93,81,71,413,1,237,322,1,251,62.832
3,36,82,35,15,71,24,29,66,41,16,71,7,51,304,1,218,168,202,115,57.369
5.1,33,58,63,98,75,13,65,21,99,93,10,16,34,166,388,275,1,165,167,98.21
3.1,66,69,23,16,80,20,88,72,85,97,53,47,59,376,1,143,351,167,1,59.851
4.5,96,3,51,12,37,29,61,15,53,63,1,17,80,391,30,285,500,1,191,86.64
4.4,86,46,8,3,75,7,24,33,82,35,55,99,2,500,1,86,58,1,141,84.576
3.1,10,56,81,77,12,16,31,73,5,84,56,20,34,350,140,127,63,1,222,59.749
4.5,79,94,1,28,75,26,87,24,49,48,42,64,70,500,116,500,187,354,1,85.907
3.6,32,33,65,60,50,33,44,47,43,93,61,20,16,421,72,129,1,1,303,69.664
4.9,11,52,33,72,75,26,38,59,59,0,86,49,95,95,3,16,71,296,230,94.479
4.4,90,35,39,9,78,28,68,89,27,29,50,70,2,409,91,341,36,1,34,83.778
3.1,82,22,42,79,58,37,55,21,76,70,15,2,56,419,30,387,242,308,13,60.056
4.1,23,3,84,73,15,19,82,54,45,52,68,94,2,91,92,1,100,1,331,78.284
